collegeName,program,degree,decision,semester,origin,gpa,gre,gre_v,gre_aw
North Carolina State University,Computer Science,Masters,Rejected,F20,International,3.50,165,156,3.50
Carnege Mellon University,Computer Science Machine Learning,Masters,Rejected,F16,International,,,,
Columbia College,Computer Science,Masters,Other,F15,,,,,
Stanford University,Computer Science,Masters,Other,F15,International,,,,
UIUC,Computer Science (MCS),Masters,Rejected,S15,American,3.98,170,168,5.50
North Carolina State University,Computer Science,Masters,Rejected,F20,International,,,,
Ottawa University,Computer Science,Masters,Rejected,F19,International,,,,
Columbia College,Computer Science,Masters,Rejected,F15,International,3.68,162,153,4.00
Carnegie Mellon University,Computer Science,Masters,Rejected,F20,International,3.65,170,163,4.50
University of Southern California,Computer Science,Masters,Other,F15,International,3.70,165,159,5.00
Colorado State University Fort Collins,Computer Science,Masters,Accepted,F15,International,3.92,166,159,4.50
University of California-Santa Barbara,Computer Science,Masters,Rejected,F15,International,,170,167,4.00
University of Georgia,Computer Science,Masters,Rejected,F15,International,9.99,170,160,4.00
Ohio University,Computer Science,Masters,Rejected,F15,International,,165,152,4.00
The University of British Columbia,Computer Science,Masters,Rejected,F15,International,3.68,162,153,4.00
"University of California, Irvine",Computer Science,Masters,Other,F19,,,,,
"University of California, San Diego",Computer Science And Engineering,Masters,Other,F17,International,3.56,168,165,4.50
"University Of Maryland, College Park (UMD)",Computer Science,Masters,Accepted,F19,International,,,,
Indiana University-Bloomington,Computer Science,Masters,Accepted,F15,International,3.30,156,154,4.00
University of California-Los Angeles,Computer Science,Masters,Rejected,F16,International,3.90,170,155,4.00
Cornell University,Computer Science,Masters,Other,F19,,,,,
Cornell University,Computer Science,Masters,Accepted,F18,International,,,,
Amherst College,Computer Science,Masters,Other,F19,International,,,,
Johns Hopkins University,Computer Science,Masters,Rejected,F19,,,,,
Santa Clara University,Computer Science And Engineering,Masters,Accepted,F17,American,,,,
Carnegie Mellon University,Computer Science,Masters,Accepted,F20,,,,,
University of Wisconsin-Madison,Computer Science,Masters,Other,F20,,,,,
Carnegie Mellon University,Computer Science,Masters,Other,F20,,,,,
UW Madison,Computer Science,Masters,Rejected,F16,International,3.82,159,170,4.50
The University of Utah,Computer Science,Masters,Accepted,F18,International,3.75,,,
University of Waterloo,Computer Science,Masters,Other,F17,International,,,,
University of Massachusetts Amherst,Computer Science,Masters,Other,F19,International,,,,
Columbia College,Computer Science,Masters,Accepted,F15,International,3.80,168,162,4.50
Ottawa University,Computer Science,Masters,Other,F19,International,3.70,,,
Amherst College,Computer Science,Masters,Accepted,F19,American,3.93,170,161,4.00
The University of Texas at Austin,Computer Science,Masters,Accepted,F20,American,,,,
"University of California, San Diego",Computer Science,Masters,Other,F15,International,,,,
"University of California, Irvine",Computer Science,Masters,Other,F19,,,,,
Ucla,Computer Science,Masters,Rejected,F15,International,,161,153,3.50
University of Florida,Computer Science,Masters,Accepted,F15,International,,161,156,3.00
Arizona State University,Computer Science,Masters,Accepted,F17,International,,,,
The University of British Columbia,Computer Science,Masters,Rejected,F19,International,,,,
University of San Diego,Computer Science,Masters,Other,F19,International,,,,
University of Waterloo,Computer Science (MMath) Thesis,Masters,Other,F17,International,,,,
Buffalo State University,Computer Science,Masters,Accepted,F19,International,,,,
University of Massachusetts Amherst,Computer Science,Masters,Rejected,F15,International,,,,
Park University,Computer Science,Masters,Rejected,F15,International,3.50,163,154,4.00
North Carolina State University,Computer Science,Masters,Rejected,F19,International,,,,
Park University,Computer Science,Masters,Rejected,F15,International,,164,165,5.00
Stevens Institute of Technology,Computer Science,Masters,Accepted,F20,International,,,,
University of Southern California,Computer Science (Data Science),Masters,Accepted,F15,International,3.74,163,161,4.00
McGill University,Computer Science,Masters,Other,F17,International,,,,
Purdue University-Main Campus,Computer Science,Masters,Other,F15,International,,,,
Carnagie Mellon University (CMU) LTI,Computer Science - LTI - Intelligent Information Systems,Masters,Accepted,F18,International,3.68,170,159,4.00
Ohio University,Computer Science,Masters,Rejected,F15,International,3.80,164,152,3.50
Amherst College,Computer Science,Masters,Rejected,F18,International,,,,
ETH Zurich,Computer Science,Masters,Other,F19,International,,,,
University of Massachusetts Amherst,Computer Science,Masters,Other,F19,International,,,,
"University of California, San Diego",Computer Science,Masters,Accepted,F15,International,,,,
Austin College,Computer Science,Masters,Rejected,F15,International,,,,
Buffalo State University,Computer Science,Masters,Accepted,F15,International,3.70,162,151,4.00
University of Massachusetts Amherst,Computer Science,Masters,Rejected,F15,International,3.00,170,156,3.00
McGill University,Computer Science,Masters,Accepted,F16,American,4.00,,,
ETH ZÃ¼rich,Computer Science,Masters,Accepted,F15,International,,,,
Arizona State University,Computer Science,Masters,Other,F16,International,,,,
University of Minnesota Twin Cities,Computer Science,Masters,Accepted,F15,International,3.94,168,144,3.00
University of Waterloo,Computer Science MMath,Masters,Other,F18,International,,,,
"University of California, Davis",Computer Science,Masters,Rejected,F16,International,7.30,162,156,4.50
Georgia Institute of Technology,Computer Science,Masters,Accepted,F18,American,3.42,169,165,5.00
University of Massachusetts Amherst,Computer Science,Masters,Other,F19,,,,,
University of Massachusetts Amherst,Computer Science,Masters,Other,F19,International,3.70,,,
Cornell University,Computer Science,Masters,Accepted,F18,,,,,
Cambridge College,Computer Science,Masters,Accepted,F15,American,3.98,,,
University of Waterloo,Computer Science,Masters,Other,F19,International,,,,
New York University,Computer Science,Masters,Accepted,F16,International,3.94,154,167,3.00
UCLA,Computer Science,Masters,Accepted,F15,American,3.29,163,160,4.50
University of Michigan,Computer Science,Masters,Rejected,F19,American,3.84,170,157,4.00
University of Southern California,Computer Science,Masters,Accepted,Spring,International,,,,
"University of California, Davis",Computer Science,Masters,Other,F19,International,,,,
The University of Texas at Austin,Computer Science,Masters,Other,F19,American,,,,
UC Irvine (UCI),Computer Science,Masters,Accepted,F17,American,3.61,152,154,3.50
University of Illinois Chicago,Computer Science,Masters,Accepted,Spring,International,,,,
Carnegie Mellon University,Computer Science,Masters,Accepted,F15,International,3.97,168,150,4.50
CMU,Computer Science,Masters,Rejected,F15,International,,,,
"University of California, Irvine",Computer Science,Masters,Rejected,F17,International,,159,158,4.00
UC Berkeley (UCB),Computer Science,Masters,Rejected,F18,American,,,,
Utah State University,Computer Science,Masters,Rejected,F19,International,,,,
Stanford University,Computer Science,Masters,Rejected,F16,International,3.94,166,157,4.00
University of Oxford,Computer Science,Masters,Rejected,S16,International,,,,
University of Chicago,Computer Science,Masters,Rejected,F16,International,3.45,162,150,3.50
Lafayette College,Computer Science,Masters,Other,F18,International,,,,
University of Southern California,Computer Science,Masters,Other,F19,International,,,,
Cornell University,Computer Science,Masters,Rejected,F15,International,,167,163,4.00
University of Southern California,Computer Science,Masters,Accepted,F19,International,3.54,168,160,4.50
University of Alberta,Computer Science,Masters,Rejected,F17,International,3.80,157,168,3.50
University of Chicago,Computer Science,Masters,Rejected,F16,International,,169,157,3.00
New York University,Computer Science,Masters,Accepted,F18,American,3.40,163,163,4.00
Stanford University,Computer Science,Masters,Other,F18,International,,,,
Northwestern University,Computer Science,Masters,Other,F16,International,,,,
University of California-San Diego,Computer Science,Masters,Rejected,F18,International,3.70,169,156,5.00
The University of British Columbia,Computer Science,Masters,Rejected,F18,International,,,,
University of California-Santa Cruz,Computer Science,Masters,Accepted,F19,International,,,,
University of Pennsylvania,Computer Science,Masters,Rejected,F16,International,,,,
Cornell University,Computer Science,Masters,Other,F18,International,,,,
Illinois State University,Computer Science,Masters,Rejected,F19,International,,,,
Cornell University,Computer Science,Masters,Other,F19,,,,,
"University Of Washington, Bothell",Computer Science & Software Engineering,Masters,Accepted,F16,International,3.45,162,150,3.50
University of Toronto,Computer Science,Masters,Rejected,F19,International,,,,
University of California-San Diego,Computer Science,Masters,Rejected,F19,International,3.95,165,165,4.00
Texas A&M University,Computer Science,Masters,Other,F19,International,,,,
University of Toronto,Computer Science,Masters,Rejected,F18,International,,,,
University of Waterloo,Computer Science,Masters,Rejected,F19,International,3.62,169,153,3.00
McGill University,Computer Science,Masters,Rejected,F19,,,,,
University of Wisconsin-Madison,Computer Science,Masters,Other,F17,International,,,,
Northwestern University,Computer Science,Masters,Other,F19,International,,,,
Princeton University,Computer Science,Masters,Rejected,F19,American,3.89,,,
University of California-Santa Barbara,Computer Science,Masters,Rejected,F15,International,3.00,153,156,4.00
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F19,International,8.56,166,164,4.00
Carnegie Mellon University,"Computer Science - Language Technologies, Masters",Masters,Rejected,F20,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F15,International,3.80,168,156,4.00
Carnegie Mellon University,Computer Science,Masters,Other,F19,International,,,,
Amherst College,Computer Science,Masters,Accepted,F20,International,,,,
Cornell University,Computer Science,Masters,Accepted,F15,International,3.65,163,156,4.00
University of Virginia,Computer Science,Masters,Accepted,F19,American,3.86,165,152,4.00
Carnegie Mellon University,Computer Science,Masters,Rejected,F15,International,,,,
"University Of Illinois,Urbana Champaign(UIUC)",Computer Science,Masters,Accepted,F19,International,3.73,161,166,4.00
Carnegie Mellon University,"Computer Science, LTI",Masters,Other,F20,International,,,,
EidgenÃ¶ssische Technische Hochschule ZÃ¼rich (ETH Zurich),Computer Science,Masters,Rejected,F18,International,,,,
Georgia Institute of Technology,Computer Science,Masters,Accepted,F15,International,,170,163,3.50
Carnegie Mellon University,Computer Science,Masters,Accepted,F20,,,,,
North Carolina State University,Computer Science,Masters,Accepted,F15,International,3.48,168,158,4.00
Princeton University,Computer Science,Masters,Rejected,F20,International,3.90,,,
University of California-San Diego,Computer Science,Masters,Other,F16,International,,,,
UCSD,Computer Science,Masters,Other,F16,International,,,,
University of Oxford,Computer Science,Masters,Accepted,F16,International,,168,158,4.00
University of New Brunswick,Computer Science,Masters,Accepted,F15,International,,168,154,4.00
University of California-Berkeley,Computer Science,Masters,Rejected,F19,International,,,,
University of Georgia,Computer Science,Masters,Rejected,F15,International,8.23,170,148,3.50
Davis College,Computer Science,Masters,Rejected,F17,American,,,,
Stony Brook University,Computer Science,Masters,Rejected,F15,International,3.80,164,152,3.50
Austin College,Computer Science,Masters,Rejected,F15,International,3.30,166,154,3.00
Vanderbilt University,Computer Science,Masters,Accepted,F16,International,3.40,170,158,3.00
Cambridge College,Computer Science,Masters,Other,F19,International,,,,
University of Iowa,Computer Science,Masters,Accepted,F16,International,,,,
University of San Diego,Computer Science And Engieering,Masters,Accepted,F16,American,,,,
MILA,Computer Science(F20),Masters,Other,F20,International,,,,
University Of Illinois Ubana-Champaign (UIUC),Computer Science,Masters,Other,F18,International,,,,
ETH Zurich,Computer Science,Masters,Accepted,F19,International,,,,
"University of California, San Diego",Computer Science And Engineering,Masters,Rejected,F15,International,,,,
Cornell University,Computer Science M.eng,Masters,Accepted,F17,American,,,,
University of Alberta,Computer Science,Masters,Rejected,F17,International,,323,162,99.99
UCLA,Computer Science,Masters,Rejected,F15,International,3.80,168,156,4.00
University of Wisconsin-Madison,Computer Science,Masters,Other,F16,International,,,,
Texas A&M University-Central Texas,Computer Science,Masters,Accepted,F19,International,,,,
University of Pittsburgh-Pittsburgh Campus,Computer Science,Masters,Accepted,F16,American,,,,
Texas College,Computer Science,Masters,Rejected,F15,International,3.47,,,
USC,Computer Science Intelligent Robotics,Masters,Other,F15,International,,,,
NYU GSAS,Computer Science,Masters,Accepted,F15,International,,,,
University of San Diego,Computer Science,Masters,Accepted,F19,American,3.60,168,170,4.50
"University Of Maryland, College Park (UMD)",Computer Science,Masters,Other,F19,International,,,,
The University of British Columbia,Computer Science,Masters,Rejected,F17,International,,,,
IIT Bombay,Computer Science Robotics Institute,Masters,Other,F16,International,,,,
New York University,Computer Science,Masters,Other,F19,International,,,,
Amherst College,Computer Science,Masters,Other,F19,,,,,
University of San Diego,Computer Science,Masters,Accepted,F19,International,,,,
University of San Francisco,Computer Science,Masters,Accepted,F15,International,,,,
Yale University,Computer Science,Masters,Rejected,F18,International,,,,
New York University,Computer Science,Masters,Accepted,F19,International,3.84,,,
University of Wisconsin-Madison,Computer Science,Masters,Other,F20,International,,,,
NCSU,Computer Science,Masters,Accepted,F15,International,3.85,166,162,
University of Chicago,Computer Science,Masters,Rejected,F18,International,3.76,166,166,4.50
University of Massachusetts Amherst,Computer Science,Masters,Accepted,F17,American,3.49,161,162,5.00
Columbia University (Fu Foundation School Of Engineering),Computer Science,Masters,Accepted,F17,American,,168,164,5.00
ETH Zurich,Computer Science,Masters,Rejected,F20,International,,,,
University of Illinois Urbana-Champaign,Computer Science,Masters,Rejected,F16,International,3.82,170,159,4.50
Arizona State University,Computer Science,Masters,Accepted,F15,International,2.80,170,150,4.00
University of Oxford,Computer Science,Masters,Other,F16,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,F19,International,,,,
UCSD,Computer Science,Masters,Rejected,F15,International,,165,153,3.50
Stanford University,Computer Science,Masters,Accepted,F16,American,,,,
Fordham University,Computer Science,Masters,Accepted,F15,International,3.50,168,153,3.50
Ohio University,Computer Science,Masters,Rejected,F15,International,,,,
University Of Michigan Ann Arbor (UMich),Computer Science,Masters,Rejected,F15,International,,,,
"UMich, Ann Arbor/ Univ Of Michigan",Computer Science Engineering,Masters,Rejected,F16,International,3.68,165,168,4.00
Georgia Institute of Technology,Computer Science,Masters,Accepted,F19,International,,168,160,4.50
University of California-Irvine,Computer Science,Masters,Accepted,F19,International,,163,161,3.50
University of California-Los Angeles,Computer Science,Masters,Rejected,F19,,8.48,170,158,4.00
Stanford University,Computer Science,Masters,Rejected,F15,International,3.94,164,161,3.00
University of California-Irvine,Computer Science,Masters,Rejected,F19,International,,,,
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F15,International,3.50,165,161,3.50
Columbia College,Computer Science,Masters,Rejected,F19,International,3.85,170,162,4.50
McGill University,Computer Science,Masters,Rejected,F19,International,3.81,167,159,5.00
Carnege Mellon University(CMU),Computer Science (Language Technologies Institute),Masters,Rejected,F18,International,,170,157,4.00
University of Toronto,Computer Science: MSc In Applied Computing,Masters,Accepted,F17,International,,,,
Bowing Green State University,Computer Science,Masters,Accepted,F17,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,F20,,3.99,163,170,4.50
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F20,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,F20,International,,,,
Dartmouth College,Computer Science,Masters,Other,F19,International,,,,
North Carolina State University,Computer Science - Networking,Masters,Rejected,F15,International,3.75,167,152,3.00
Fordham University,Computer Science,Masters,Accepted,F19,International,,,,
Princeton University,Computer Science,Masters,Rejected,F20,International,,,,
University of Wisconsin-Madison,Computer Science,Masters,Other,F18,International,,,,
â€ŒBoston University,Computer Science,Masters,Accepted,F17,International,,,,
Carnegie Mellon University,Computer Science,Masters,Accepted,F20,International,,,,
KAUST,Computer Science,Masters,Other,F17,International,,,,
Indiana Bloomigton,Computer Science,Masters,Accepted,F15,International,3.70,157,153,3.00
University of Southern California,Computer Science,Masters,Accepted,F19,International,3.73,170,157,3.50
North Carolina State University,Computer Science,Masters,Other,F19,American,,,,
North Carolina State University,Computer Science,Masters,Rejected,F20,International,,,,
University of California-San Diego,Computer Science,Masters,Accepted,F17,International,4.00,168,162,4.50
à¸µUniversity Of Southern California (USC) - Viterbi School Of Engineering,Computer Science - Intelligent Robotics,Masters,Rejected,F16,International,3.22,166,154,3.50
Columbia College,Computer Science,Masters,Accepted,F19,International,,,,
Stanford University,Computer Science,Masters,Accepted,F17,American,4.00,169,165,5.00
Cornell University,Computer Science,Masters,Other,F19,International,4.00,,,
The University of Texas at Austin,Computer Science,Masters,Rejected,F17,International,3.66,170,161,4.00
Eindhoven University Of Technology,Computer Science,Masters,Accepted,F19,International,3.51,,,
University Of Washington Tacoma,Computer Science And Systems,Masters,Accepted,F15,International,3.75,170,147,3.00
University of Georgia,Computer Science,Masters,Accepted,F14,American,,,,
Gatech (Georgia Tech),Computer Science,Masters,Other,F16,International,,,,
Gatech (Georgia Tech),Computer Science,Masters,Other,F17,International,,,,
"University of California, San Diego",Computer Science,Masters,Other,F15,International,,,,
University of Florida,Computer Science,Masters,Rejected,F15,International,,,,
Washington University in St Louis,Computer Science,Masters,Accepted,F15,International,,,,
Virginia Polytechnic Institute and State University,Computer Science,Masters,Other,F17,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,F16,International,,,,
Northwestern Universituy,Computer Science,Masters,Accepted,F15,International,3.75,167,152,3.00
Carnegie Mellon University,Computer Science - General,Masters,Rejected,F18,International,,,,
North Carolina State University,Computer Science,Masters,Other,F20,International,,,,
University of Southern California,Computer Science Of Game Development,Masters,Accepted,F20,International,3.85,170,160,4.00
Columbia College,Computer Science,Masters,Accepted,F17,International,4.00,165,168,4.00
ETH Zurich,Computer Science,Masters,Accepted,F19,International,,170,158,3.50
Stony Brook University,Computer Science,Masters,Accepted,F15,International,,163,158,4.00
University of California-Los Angeles,Computer Science,Masters,Other,F16,International,,,,
University of California-Los Angeles,Computer Science,Masters,Rejected,F18,International,,169,165,4.50
Stony Brook University,Computer Science,Masters,Other,F15,International,,,,
Duke University,Computer Science,Masters,Rejected,F15,International,,,,
University of Pennsylvania,Computer Science (Scientific Computing),Masters,Rejected,F16,International,3.40,170,158,3.00
Columbia College,Computer Science,Masters,Accepted,F18,,3.86,170,161,5.00
The University of Texas at Austin,Computer Science,Masters,Rejected,F16,American,3.76,167,161,5.00
University of California-San Diego,Computer Science,Masters,Accepted,F17,American,3.15,168,162,5.00
Cornell University,Computer Science,Masters,Rejected,F15,International,3.25,169,156,3.50
UIOWA,Computer Science,Masters,Accepted,F16,International,,,,
The University of Texas at Austin,Computer Science,Masters,Other,F19,International,,,,
University of Southern California,Computer Science - Scientist And Engineers,Masters,Accepted,F19,American,,,,
Purdue University,Computer Science,Masters,Accepted,F16,International,3.93,170,155,3.50
University of Michigan-Ann Arbor,Computer Science,Masters,Rejected,F16,International,,,,
University of Massachusetts Amherst,Computer Science,Masters,Rejected,F15,International,,164,165,5.00
"University Of Michigan, Ann Arbor (Umich)",Computer Science,Masters,Rejected,F17,International,,,,
Georgia Institute of Technology,Computer Science,Masters,Accepted,F17,International,8.10,170,161,5.50
University of Southern California,Computer Science (Scientists And Engineers),Masters,Accepted,F15,American,3.32,153,162,4.00
Penn State University,Computer Science,Masters,Other,F15,International,,,,
Columbia College,Computer Science,Masters,Rejected,F15,International,3.83,800,680,3.00
University of Colorado Boulder,Computer Science,Masters,Rejected,F19,International,3.40,166,153,4.00
University of Pennsylvania,Computer Science,Masters,Other,F16,International,,,,
University of California-Los Angeles,Computer Science,Masters,Accepted,F15,International,,,,
Gatech (Georgia Tech),Computer Science,Masters,Accepted,F18,International,,,,
NYU Tandon School Of Engineering,Computer Science,Masters,Accepted,F17,American,,,,
University of Massachusetts Amherst,Computer Science,Masters,Accepted,F19,International,3.63,166,148,4.00
University of Miami,Computer Science,Masters,Rejected,F18,American,,,,
Amherst College,Computer Science,Masters,Accepted,F19,,,,,
Georgia Institute of Technology,Computer Science,Masters,Other,F19,International,,,,
UC Irvinee,Computer Science,Masters,Other,F18,International,,,,
University of Waterloo,Computer Science,Masters,Accepted,F19,,,,,
University of California-Santa Cruz,Computer Science,Masters,Accepted,F15,American,3.60,,,
Princeton University,Computer Science,Masters,Rejected,F19,International,3.40,170,149,4.00
University of Massachusetts Amherst,Computer Science,Masters,Accepted,F16,International,,,,
University of California-Irvine,Computer Science,Masters,Accepted,F15,International,,,,
GIT,COMPUTER SCIENCE,Masters,Rejected,F16,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F20,International,3.54,323,158,99.99
Illinois State University,Computer Science,Masters,Other,F19,International,,,,
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F20,,,,,
Carnegie Mellon University,Computer Science,Masters,Accepted,F16,International,3.76,166,168,4.00
KAUST ( King Abdullah University Of Science And Technology),Computer Science,Masters,Rejected,F17,International,3.82,,,
University of Colorado Boulder,Computer Science,Masters,Rejected,F15,,2.80,162,158,4.00
Standford,Computer Science,Masters,Rejected,F15,American,,,,
University of Georgia,Computer Science,Masters,Other,F15,International,,,,
Drexel University,Computer Science,Masters,Accepted,F17,International,,,,
"University of California, San Diego",Computer Science,Masters,Rejected,F15,International,3.48,168,158,4.00
University of Chicago,Computer Science,Masters,Accepted,F19,International,3.55,168,162,4.00
Columbia College,Computer Science,Masters,Rejected,F17,American,3.40,165,166,4.50
University of Colorado Boulder,Computer Science,Masters,Rejected,F15,American,3.80,160,160,4.50
Stanford University,Computer Science,Masters,Rejected,F15,International,,,,
The University of Texas at Austin,Computer Science,Masters,Other,F15,International,,,,
"University of California, Los Angeles",Computer Science,Masters,Accepted,F16,International,3.93,170,152,3.50
Carnegie Mellon University,Computer Science,Masters,Accepted,F15,International,3.90,170,163,5.00
Carnege Mellon University - LTI,Computer Science (Language Technologies Institute),Masters,Accepted,F18,International,,163,170,4.00
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F16,International,,,,
University of California-Berkeley,Computer Science,Masters,Accepted,F20,American,3.84,,,
Carnegie Mellon University,Computer Science,Masters,Other,F20,,,,,
"University of California, San Diego",Computer Science,Masters,Other,F16,International,,,,
Carnegie Mellon University,"Computer Science, LTI",Masters,Rejected,F20,International,,170,151,4.00
Carnegie Mellon University,Computer Science,Masters,Rejected,F20,International,,,,
Dartmouth College,Computer Science,Masters,Rejected,F15,American,,,,
The University of Texas at Dallas,Computer Science,Masters,Accepted,F15,International,3.50,161,150,3.50
Carnegie Mellon University,Computer Science (MSE),Masters,Accepted,F16,International,,168,153,3.00
Imperial College London,Computer Science (artificial Intelligence And Machine Learning),Masters,Accepted,F20,International,3.80,170,163,5.50
Carnegie Mellon University,Computer Science,Masters,Rejected,F20,International,3.70,161,154,4.00
Georgia Tech (GaTech),Computer Science,Masters,Rejected,F15,International,,,,
University of Waterloo,Computer Science,Masters,Accepted,F19,International,,,,
The University of British Columbia,Computer Science,Masters,Rejected,F17,International,,,,
University of Southern California,Computer Science - Game Development,Masters,Accepted,F16,International,3.44,157,162,3.00
Johns Hopkins University,Computer Science,Masters,Other,F16,International,3.40,166,153,3.00
Purdue University-Main Campus,Computer Science,Masters,Rejected,S18,International,,168,162,4.00
University of Illinois Urbana-Champaign,"Computer Science (Professional Master, MCS)",Masters,Accepted,F18,International,3.85,169,158,4.00
Georgia Institute of Technology,Computer Science,Masters,Rejected,F16,International,3.75,170,163,4.50
Johns Hopkins University,Computer Science,Masters,Accepted,F15,International,,,,
San Jose State University (SJSU),Computer Science,Masters,Accepted,F19,American,3.75,162,168,4.50
Penn State University,Computer Science & Engineering (CSE),Masters,Rejected,F17,International,3.12,169,150,3.00
University of Illinois Urbana-Champaign,Computer Science M.S.,Masters,Rejected,F19,International,3.99,,,
Illinois State University,Computer Science,Masters,Rejected,F19,International,,,,
Â à¸µUniversity Of Florida (UFL),Computer Science,Masters,Rejected,F16,,3.60,157,149,4.00
Park University,Computer Science,Masters,Other,F19,International,,,,
University of California-San Diego,Computer Science,Masters,Rejected,F18,International,,,,
University of California-Riverside,Computer Science,Masters,Accepted,F17,International,,,,
Imperial College London,Computer Science,Masters,Rejected,F19,International,,,,
University of California-Irvine,Computer Science,Masters,Accepted,F16,International,,,,
Georgia Institute of Technology,Computer Science,Masters,Other,F19,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F16,International,3.85,164,163,4.50
Ithaca College,Computer Science,Masters,Rejected,F19,American,3.62,170,167,5.50
Carnege Mellon University,Computer Science Master In ML,Masters,Accepted,F16,International,,,,
Penn State University,Computer Science,Masters,Other,F19,,,,,
Simon Fraser University,Computer Science,Masters,Accepted,F18,International,3.60,168,153,3.50
Park University,Computer Science,Masters,Accepted,F15,International,3.75,167,152,3.00
Northeastern University,Computer Science,Masters,Accepted,F19,International,,169,160,4.50
Carnegie Mellon University,Computer Science,Masters,Rejected,F19,International,,,,
Cornell University,Computer Science,Masters,Other,F20,International,,,,
Columbia College,Computer Science,Masters,Other,F20,,,,,
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F20,International,3.90,167,154,4.50
Cornell University,Computer Science,Masters,Accepted,F15,American,,,,
University of Virginia,Computer Science,Masters,Rejected,F15,International,9.99,168,159,3.50
University of Dallas,Computer Science,Masters,Rejected,F15,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F20,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,F20,American,,,,
Park University,Computer Science,Masters,Rejected,F15,International,3.86,165,152,4.00
Clemson University,Computer Science,Masters,Accepted,F15,International,3.50,170,153,3.00
Cornell University,Computer Science - MSc,Masters,Accepted,F18,American,,,,
University of San Diego,Computer Science,Masters,Accepted,F20,International,3.95,167,164,4.50
UCSD,Computer Science,Masters,Rejected,F15,International,,,,
University of Massachusetts Amherst,Computer Science,Masters,Accepted,F16,,,,,
Eth Zurich,Computer Science,Masters,Other,F19,International,,,,
Columbia College,Computer Science,Masters,Rejected,F15,International,3.95,170,147,3.50
University of Wisconsin-Madison,Computer Science,Masters,Accepted,F15,International,3.60,160,162,4.00
Northeastern University,Computer Science,Masters,Rejected,F17,International,,162,152,4.00
University of Waterloo,Computer Science,Masters,Accepted,F19,International,,168,169,4.50
University of Georgia,Computer Science,Masters,Rejected,F19,International,3.30,167,160,4.50
Columbia College,Computer Science,Masters,Other,F19,,,,,
University of Oxford,Computer Science,Masters,Interview,F15,International,,,,
University of Southern California,Computer Science,Masters,Rejected,F19,International,,,,
University of California-Irvine,Computer Science,Masters,Rejected,F19,International,,169,160,4.00
University of Southern California,Computer Science,Masters,Accepted,Spring,American,3.62,170,167,5.50
Carnegie Mellon University,Computer Science,Masters,Accepted,F15,International,3.80,168,156,4.00
University of California-Berkeley,Computer Science,Masters,Rejected,F15,American,,,,
Imperial College London,Computer Science,Masters,Accepted,S15,International,,,,
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F16,International,,,,
Cornell University,Computer Science,Masters,Accepted,F15,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,F20,,,,,
Columbia College,Computer Science,Masters,Interview,F20,International,3.50,169,161,4.00
Arizona State University,Computer Science,Masters,Accepted,F20,International,3.66,165,162,3.50
Carnegie Mellon University,Computer Science (Robotics Institute),Masters,Accepted,F18,American,3.92,169,169,5.00
Santa Clara University,Computer Science And Engineering,Masters,Accepted,F17,International,,,,
Auburn University,Computer Science,Masters,Accepted,F16,International,3.98,163,153,
North Carolina State University,Computer Science,Masters,Accepted,F15,International,2.70,170,166,3.50
University of San Diego,Computer Science Masters,Masters,Accepted,F18,American,3.65,162,160,5.00
TAMU,Computer Science,Masters,Rejected,F15,International,,,,
Columbia University (Fu Foundation School Of Engineering),Computer Science - Data Science,Masters,Accepted,F18,International,,,,
Gorgia Tech,Computer Science,Masters,Other,F18,International,,,,
Gatech (Georgia Tech),Computer Science,Masters,Rejected,F18,International,3.65,170,165,4.00
University of Toronto,Computer Science. Applied Computing,Masters,Other,F16,International,,,,
UW Madison,Computer Science PMP,Masters,Rejected,F18,American,,,,
Georgia Institute of Technology,Computer Science,Masters,Other,F19,International,,,,
University of Massachusetts Amherst,Computer Science,Masters,Accepted,Spring,International,3.63,166,148,4.00
University of Dallas,Computer Science,Masters,Other,F17,International,,,,
Washington University in St Louis,Computer Science,Masters,Accepted,F19,International,3.90,,,
University of Southern California,Computer Science,Masters,Accepted,Spring,International,9.80,169,165,4.50
University of Massachusetts Amherst,Computer Science,Masters,Rejected,F18,International,3.80,163,160,4.50
New York University,Computer Science - Data Science,Masters,Wait,F18,International,,,,
Missouri University of Science and Technology,Computer Science,Masters,Interview,F14,International,,,,
Penn State University,Computer Science,Masters,Rejected,Spring,International,3.60,143,183,2.50
UCLA,Computer Science,Masters,Accepted,F16,American,,,,
