collegeName,program,degree,decision,semester,origin,gpa,gre,gre_v,gre_aw
University Of Washington,Computer Science,Masters,Interview,Fall,International,3.85,,,
Syracuse University,Computer Science,Masters,Accepted,Fall,International,3.78,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,American,4.00,161,154,4.00
University of Southern California,Computer Science (Scientists & Engineers),Masters,Accepted,Spring,American,3.58,163,162,4.50
Columbia University,Computer Science,Masters,Wait,Fall,,,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,International,,,,
Columbia University,Computer Science,Masters,Wait,Fall,International,,,,
Columbia University (Fu Foundation),Computer Science,Masters,Accepted,Fall,International,,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.92,170,162,4.00
Columbia University,Computer Science,Masters,Wait,Fall,,,,,
Columbia University,Computer Science,Masters,Wait,Fall,,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Wait,Fall,,,,,
University of Chicago,Computer Science,Masters,Accepted,Fall,International,3.87,168,156,4.50
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,,,,
Harvard University,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,,,,
Columbia University (Fu Foundation),Computer Science,Masters,Wait,Fall,International,,,,
University of Chicago,Computer Science,Masters,Accepted,Fall,International,3.70,168,162,5.00
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.56,170,164,5.00
University of Chicago,Computer Science,Masters,Accepted,Fall,American,,,,
Columbia University (Fu Foundation),Computer Science,Masters,Accepted,Fall,International,,,,
University of Chicago,Computer Science,Masters,Rejected,Fall,American,,,,
University Of Cambridge,Computer Science,Masters,Wait,Fall,International,,,,
Carnegie Mellon University,Computer Science Machine Learning,Masters,Rejected,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,8.40,168,154,4.00
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,9.05,169,157,4.50
Washington University In St. Louis (WashU/WUSTL),Computer Science,Masters,Accepted,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,International,9.05,169,157,4.50
SUNY Stony Brook,Computer Science,Masters,Wait,Fall,International,,,,
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,3.55,167,155,5.00
Boston University,Computer Science,Masters,Accepted,Fall,International,7.75,167,162,5.00
University Of Oxford,Computer Science,Masters,Accepted,Fall,,,,,
Carleton University,Computer Science,Masters,Accepted,Fall,International,,,,
NYU Tandon,Computer Science,Masters,Rejected,Fall,,,,,
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,3.70,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.95,,,
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,3.65,167,154,
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,8.85,166,161,4.50
University of Southern California,Computer Science (Scientists And Engineers),Masters,Accepted,Fall,American,3.70,162,161,5.00
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,,,,
Oregon State University,Computer Science,Masters,Accepted,Fall,American,3.70,,,
Other,Computer Science,Masters,Wait,Fall,,,,,
SUNY Stony Brook,Computer Science,Masters,Accepted,Fall,International,3.75,,,
SUNY Stony Brook,Computer Science,Masters,Wait,Fall,International,,168,160,4.50
Stanford University,Computer Science,Masters,Accepted,Fall,International,3.99,168,163,5.00
Stanford University,Computer Science,Masters,Wait,Fall,International,,,,
Stanford University,Computer Science,Masters,Wait,Fall,,,,,
Cornell University,Computer Science,Masters,Rejected,Fall,International,3.82,168,155,4.00
Stanford University,Computer Science,Masters,Wait,Fall,American,,,,
Stanford University,Computer Science,Masters,Rejected,Fall,American,,,,
Stanford University,Computer Science,Masters,Accepted,Fall,American,3.81,167,162,4.50
Stanford University,Computer Science,Masters,Accepted,Fall,International,,,,
Stanford University,Computer Science,Masters,Accepted,Fall,American,,,,
Stanford Universityord,Computer Sciencee,Masters,Accepted,Fall,International,3.80,,,
University Of Texas At Austin,Computer Science,Masters,Accepted,Fall,International,4.00,167,159,4.50
Stanford University,Computer Science,Masters,Accepted,Fall,American,4.10,167,168,5.00
University Of Texas At Austin,Computer Science,Masters,Accepted,Fall,International,,,,
Stanford University,Computer Science,Masters,Wait,Fall,International,,,,
Stanford University,Computer Science,Masters,Wait,Fall,,,,,
Stanford University,Computer Science,Masters,Wait,Fall,International,,,,
University Of Texas At Austin,Computer Science,Masters,Accepted,Fall,International,9.57,170,163,5.50
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,3.70,169,156,4.00
University Of Texas At Austin,Computer Science,Masters,Accepted,Fall,International,9.57,170,163,5.50
Stanford University,Computer Science,Masters,Accepted,Fall,American,3.80,170,170,5.00
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,International,3.72,,,
University of Florida,Computer Science,Masters,Rejected,Fall,International,9.99,169,168,5.00
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,International,,,,
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,International,3.26,,,
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,International,9.13,169,162,5.00
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,International,3.70,169,157,3.50
University of California-Berkeley,Computer Science,Masters,Rejected,Fall,International,3.96,,,
University of California-Berkeley,Computer Science,Masters,Rejected,Fall,International,3.85,168,157,4.00
Yale University,Computer Science,Masters,Rejected,Fall,,3.88,163,170,4.00
Yale University,Computer Science,Masters,Rejected,Fall,American,3.40,170,170,6.00
Yale University,Computer Science,Masters,Rejected,Fall,International,3.80,,,
Yale University,Computer Science,Masters,Rejected,Fall,International,3.98,167,167,5.00
Yale University,Computer Science,Masters,Rejected,Fall,International,4.00,167,170,4.50
Yale University,Computer Science,Masters,Rejected,Fall,American,3.92,155,168,4.00
Yale University,Computer Science,Masters,Rejected,Fall,International,3.80,165,165,4.00
Yale University,Computer Science,Masters,Accepted,Fall,American,4.00,168,162,5.50
University of Southern California,Computer Science,Masters,Accepted,Fall,American,3.76,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,American,3.82,,,
Yale University,Computer Science,Masters,Rejected,Fall,International,3.87,168,159,5.00
Carnegie Mellon University,Computer Science,Masters,Accepted,Fall,American,3.85,164,170,
University Of British Columbia,Computer Science,Masters,Rejected,Fall,International,4.00,,,
University Of Toronto,Computer Science,Masters,Rejected,Fall,International,,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,3.81,169,156,5.00
McGill University,Computer Science,Masters,Rejected,Fall,International,3.90,168,152,4.00
McGill University,Computer Science,Masters,Rejected,Fall,American,3.51,,,
UNC Chapel Hill,Computer Science,Masters,Rejected,Fall,International,3.74,165,150,3.50
University of California-San Diego,Computer Science,Masters,Accepted,Fall,American,3.97,,,
Courant Institute Of Mathematical Sciences,Computer Science,Masters,Wait,Fall,International,,,,
Georgia Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,4.00,168,160,4.00
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,American,3.94,157,153,4.50
University of Pennsylvania,Computer Science,Masters,Rejected,Fall,International,3.93,170,167,
New York University,Computer Science,Masters,Accepted,Fall,International,3.93,170,167,
Vanderbilt University,Computer Science,Masters,Accepted,Fall,International,3.93,170,167,
University Of Michigan (Ann Arbor),Computer Science,Masters,Rejected,Fall,International,3.93,170,167,
University of California-San Diego,Computer Science,Masters,Accepted,Fall,International,3.93,170,167,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,3.93,170,167,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,3.86,170,164,6.00
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,166,156,4.00
University Of Wisconsin-Madison,Computer Science,Masters,Accepted,Fall,International,4.00,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,4.00,,,
University Of British Columbia,Computer Science,Masters,Rejected,Fall,International,,,,
Georgia Institute of Technology,Computer Science,Masters,Accepted,Fall,International,3.45,167,151,4.00
UC San Diego (UCSD),Computer Science,Masters,Accepted,Fall,American,3.80,169,167,4.50
Georgia Institute of Technology,Computer Science,Masters,Wait,Fall,International,,,,
UC San Diego (UCSD),Computer Science,Masters,Accepted,Fall,American,,,,
"University Of California, Berkeley",Computer Science,Masters,Accepted,Fall,,,,,
UIUC,Computer Science,Masters,Rejected,Fall,International,,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,International,9.45,161,147,4.50
University Of Cincinnati,Computer Science,Masters,Accepted,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Rejected,Fall,International,,,,
Georgia Institute Of Technology (GaTech/GeorgiaTech),Computer Science,Masters,Other,Fall,International,,,,
UC San Diego (UCSD),Computer Science,Masters,Accepted,Fall,American,3.95,,,
Georgia Institute of Technology,Computer Science,Masters,Accepted,Fall,International,3.60,165,163,4.50
Georgia Institute of Technology,Computer Science,Masters,Wait,Fall,International,,,,
University Of Minnesota,Computer Science,Masters,Accepted,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Rejected,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Wait,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of California, Berkeley",Computer Science,Masters,Wait,Fall,International,,,,
University Of British Columbiash,Computer Sciencece,Masters,Rejected,Fall,,3.23,,,
Arizon,Computer Science,Masters,Accepted,Fall,International,3.89,162,148,3.00
University of California-San Diego,Computer Science,Masters,Accepted,Fall,American,3.90,,,
University of California-San Diego,Computer Science,Masters,Accepted,Fall,International,3.88,167,157,
Columbia University,Computer Science,Masters,Accepted,Fall,American,4.00,168,162,5.50
Georgetown University,Computer Science,Masters,Accepted,Fall,American,3.51,,,
Northeastern University,Computer Science,Masters,Accepted,Fall,International,3.79,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,,167,159,4.50
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.75,,,
Dartmouth College,Computer Science,Masters,Accepted,Fall,International,3.90,,,
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,,,,
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,,170,167,5.00
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,3.30,165,152,4.50
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,3.52,,,
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,3.84,168,155,4.00
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,3.99,169,162,4.50
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,3.64,,,
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,3.80,,,
University Of Wisconsin-Madison,Computer Science,Masters,Rejected,Fall,International,4.00,169,157,3.00
